,Task,TaskName,Experiment,Phase,Query,QueryNumber,ContentionFactor,ThreadCount,AverageLatency,AverageLatencyMillis,AverageSize,OperationThroughput,DocumentThroughput,SizeThroughput,ErrorRate,Latency50thPercentile,Latency80thPercentile,Latency90thPercentile,Latency95thPercentile,Latency99thPercentile,WorkersMin,WorkersMax,LatencyMax,LatencyMin,DurationTotal,ErrorsTotal,OperationsTotal,DocumentsTotal,SizeTotal,OverheadTotal
0,query_es2_1_1.load.inserts,query_es2_1_1,es2,load.inserts,load,load,1,1,3603765.73526,3.6037657352599997,174.4612,273.0181611680809,273.0181611680809,47631.07601917679,0.0,3575608.5,3925567.4000000004,4086089.6,4222228.0,4623222.563333332,1,1,55213663.0,2207303.0,366276000000.0,0.0,100000.0,100000.0,17446120.0,5992642207.0
1,query_es2_1_1.q1.reads,query_es2_1_1,es2,q1.reads,fixed_1: v101,1,1,1,756683.2802,0.7566832802,384.0,1259.6046428523293,1259.6046428523293,483688.1828552945,0.0,752217.0,766331.2,772882.0666666667,779115.3999999999,792738.81,1,1,1272711.0,741156.0,7938999000.0,0.0,10000.0,10000.0,3840000.0,367140311421.0
2,query_es2_1_1.q2.reads,query_es2_1_1,es2,q2.reads,fixed_1: v41,2,1,1,764259.8594,0.7642598594,383.0,1248.2836100362003,1248.2836100362003,478092.6226438647,0.0,761274.5,766916.8,778283.8333333333,787964.2,799505.1233333334,1,1,936397.0,747884.0,8010999999.999999,0.0,10000.0,10000.0,3830000.0,375075712718.0
3,query_es2_1_1.q3.reads,query_es2_1_1,es2,q3.reads,fixed_1: v17,3,1,1,876744.3241,0.8767443241000001,378.0,1094.4512525392638,1094.4512525392638,413702.5734598417,0.0,872192.0,884681.0,894848.7666666666,901150.4,914016.0366666667,1,1,1024932.0,861304.0,9136999000.0,0.0,10000.0,10000.0,3780000.0,383087542633.0
4,query_es2_1_1.q4.reads,query_es2_1_1,es2,q4.reads,fixed_1: v10,4,1,1,2076249.3393,2.0762493393,378.0,473.0145439200863,473.0145439200863,178799.4976017926,0.0,2074683.0,2086966.6,2094730.1333333333,2102870.4,2127266.89,1,1,2354840.0,2048320.0,21140999000.0,0.0,10000.0,10000.0,3780000.0,392234977107.0
5,query_es2_1_1.q5.reads,query_es2_1_1,es2,q5.reads,fixed_1: v7,5,1,1,15171796.5864,15.1717965864,373.0,65.68187683125588,65.68187683125588,24499.340058058446,0.0,15157221.0,15196713.0,15228483.0,15297059.95,15519724.59,1,1,21250038.0,15014058.0,152248999000.0,0.0,10000.0,10000.0,3730000.0,413579765675.0
6,query_es2_1_1.q6.reads,query_es2_1_1,es2,q6.reads,fixed_int: int_1,6,1,1,401052.57742,0.4010525774200001,0.0,2269.889961863352,0.0,0.0,0.0,398681.0,403267.6,411923.6333333333,415842.55,428465.66333333333,1,1,1600868.0,390303.0,44054999000.0,0.0,100000.0,0.0,0.0,569250749023.0
7,query_es2_1_1.q7.reads,query_es2_1_1,es2,q7.reads,fixed_int: int_10,7,1,1,411414.79272,0.41141479272,0.0,2213.466780589375,0.0,0.0,0.0,409183.0,413425.0,421893.0,426041.54999999993,438229.0,1,1,610726.0,398812.0,45177999000.0,0.0,100000.0,0.0,0.0,613394606671.0
8,query_es2_1_1.q8.reads,query_es2_1_1,es2,q8.reads,fixed_int: int_100,8,1,1,485958.60975,0.48595860974999994,0.0,1859.7731422684237,0.0,0.0,0.0,483498.0,488026.0,497282.0,501028.54999999993,510631.66333333333,1,1,778030.0,474422.0,53769999000.0,0.0,100000.0,0.0,0.0,659714514799.0
9,query_es2_1_1.q9.reads,query_es2_1_1,es2,q9.reads,fixed_int: int_1000,9,1,1,1258642.24114,1.25864224114,0.0,709.7181759513287,0.0,0.0,0.0,1254052.0,1267501.0,1274409.0,1279505.0,1301297.2566666666,1,1,2041215.0,1235771.0,140900999000.0,0.0,100000.0,0.0,0.0,723370946526.0
10,query_es2_1_1.q10.reads,query_es2_1_1,es2,q10.reads,fixed_int: int_10000,10,1,1,10707784.81891,10.707784818909998,0.0,84.31653445916974,0.0,0.0,0.0,10685146.0,10732695.0,10842662.133333333,10995409.35,11188882.306666667,1,1,12207367.0,10391844.0,1186006999000.0,0.0,100000.0,0.0,0.0,964691755244.0
11,query_es2_1_4.load.inserts,query_es2_1_4,es2,load.inserts,load,load,1,4,8239688.53814,8.239688538140001,174.4612,454.6942635771707,454.6942635771707,79326.50685678949,0.0,4540534.0,8758008.400000002,14500411.999999996,21385627.899999995,35872571.11999998,4,4,7089801099.0,2350715.0,219928000000.0,0.0,100000.0,100000.0,17446120.0,7682943800.0
12,query_es2_1_4.q1.reads,query_es2_1_4,es2,q1.reads,fixed_1: v101,1,1,4,754562.6285,0.7545626285,387.0,5005.005005005005,5005.005005005005,1936936.936936937,0.0,750915.0,767671.2,778686.7,788926.2,816268.2600000001,4,4,1225208.0,716978.0,1998000000.0,0.0,10000.0,10000.0,3870000.0,883390272810.0
13,query_es2_1_4.q2.reads,query_es2_1_4,es2,q2.reads,fixed_1: v41,2,1,4,752815.4197,0.7528154197,382.0,5020.080321285141,5020.080321285141,1917670.6827309236,0.0,749454.5,765864.6000000001,777668.2666666666,787118.4,806181.8966666667,4,4,1077433.0,721754.0,1992000000.0,0.0,10000.0,10000.0,3820000.0,891385364349.0
14,query_es2_1_4.q3.reads,query_es2_1_4,es2,q3.reads,fixed_1: v17,3,1,4,870107.9946,0.8701079946,381.0,4366.814133979971,4366.814133979971,1663756.185046369,0.0,866682.0,884204.8,895387.9,906132.65,928095.2266666666,4,4,1186487.0,834813.0,2289999000.0,0.0,10000.0,10000.0,3810000.0,899351084351.0
15,query_es2_1_4.q4.reads,query_es2_1_4,es2,q4.reads,fixed_1: v10,4,1,4,2127554.6892,2.1275546891999997,378.0,1842.2991893883566,1842.2991893883566,696389.0935887988,0.0,2123776.0,2156949.0,2176053.4,2195013.0,2227252.8800000004,4,4,2461600.0,2009370.0,5428000000.0,0.0,10000.0,10000.0,3780000.0,908514955486.0
16,query_es2_1_4.q5.reads,query_es2_1_4,es2,q5.reads,fixed_1: v7,5,1,4,15605236.0914,15.605236091399998,373.0,255.3821859535252,255.3821859535252,95257.5553606649,0.0,15491611.5,15655087.399999999,15777735.433333334,16029902.899999999,18166966.85,4,4,19663653.0,14990442.0,39156999000.0,0.0,10000.0,10000.0,3730000.0,930321670889.0
17,query_es2_1_4.q6.reads,query_es2_1_4,es2,q6.reads,fixed_int: int_1,6,1,4,390709.69351,0.3907096935099999,0.0,9264.406151565685,0.0,0.0,0.0,388212.0,398248.0,405213.6333333333,411786.0,435299.5533333332,4,4,5781011.0,360052.0,10794000000.0,0.0,100000.0,0.0,0.0,1090621247213.0
18,query_es2_1_4.q7.reads,query_es2_1_4,es2,q7.reads,fixed_int: int_10,7,1,4,513606.09935,0.5136060993499999,373.0,7061.149555147577,7061.149555147577,2633808.7840700466,0.0,511537.0,524706.0,532509.0,539770.6499999999,557925.97,4,4,918711.0,486002.0,14162000000.0,0.0,100000.0,100000.0,37300000.0,1134084522597.0
19,query_es2_1_4.q8.reads,query_es2_1_4,es2,q8.reads,fixed_int: int_100,8,1,4,593284.22129,0.59328422129,373.0,6105.378838756945,6105.378838756945,2277306.3068563403,0.0,590676.0,605666.0,615086.6333333333,622388.65,638717.0,4,4,1316188.0,562056.0,16379000000.000002,0.0,100000.0,100000.0,37300000.0,1191870596379.0
20,query_es2_1_4.q9.reads,query_es2_1_4,es2,q9.reads,fixed_int: int_1000,9,1,4,1433079.63553,1.4330796355299997,386.0,2517.9403248143017,2517.9403248143017,971924.9653783204,0.0,1432636.0,1447577.0,1456734.0,1464731.2,1483715.6133333333,4,4,2014014.0,1339473.0,39715000000.0,0.0,100000.0,100000.0,38600000.0,1267391087569.0
21,query_es2_1_4.q10.reads,query_es2_1_4,es2,q10.reads,fixed_int: int_10000,10,1,4,11340426.64062,11.340426640619999,387.0,318.71595715182673,318.71595715182673,123343.07541775693,0.0,11317866.0,11507989.8,11633310.633333333,11750691.2,11997541.123333333,4,4,13854300.0,10363163.0,313759000000.0,0.0,100000.0,100000.0,38700000.0,1528308599353.0
22,query_es2_1_8.load.inserts,query_es2_1_8,es2,load.inserts,load,load,1,8,16147538.74082,16.14753874082,174.4612,456.7148500833504,456.7148500833504,79679.02080336142,0.0,6111030.0,15976013.400000004,24032743.2,34899930.44999998,95090822.21999998,8,8,10096793939.0,2537048.0,218955000000.0,0.0,100000.0,100000.0,17446120.0,14720668865.0
23,query_es2_1_8.q1.reads,query_es2_1_8,es2,q1.reads,fixed_1: v101,1,1,8,826457.399,0.826457399,388.0,8952.559491995964,8952.559491995964,3473593.0828944338,0.0,819005.0,856821.8,873612.0,890155.2999999999,1080218.736666667,8,8,2133369.0,738133.0,1116999000.0,0.0,10000.0,10000.0,3880000.0,1763141477888.0
24,query_es2_1_8.q2.reads,query_es2_1_8,es2,q2.reads,fixed_1: v41,2,1,8,835665.434,0.8356654339999999,381.0,8826.133121035411,8826.133121035411,3362756.7191144913,0.0,826438.0,866068.8,889776.9666666667,909398.45,1095612.3000000003,8,8,1719213.0,747626.0,1132999000.0,0.0,10000.0,10000.0,3810000.0,1772077182767.0
25,query_es2_1_8.q3.reads,query_es2_1_8,es2,q3.reads,fixed_1: v17,3,1,8,963746.4523,0.9637464523,377.0,7668.711656441717,7668.711656441717,2891104.2944785273,0.0,932974.0,987695.4000000001,1110972.1333333333,1133467.0999999999,1232579.5533333337,8,8,2754715.0,862954.0,1304000000.0,0.0,10000.0,10000.0,3770000.0,1781137929134.0
26,query_es2_1_8.q4.reads,query_es2_1_8,es2,q4.reads,fixed_1: v10,4,1,8,2335862.4559,2.3358624558999996,375.0,3264.7730982696703,3264.7730982696703,1224289.9118511262,0.0,2207434.0,2249310.4000000004,2305118.7,3675627.5999999996,3762348.3100000005,8,8,5430326.0,2102601.0,3063000000.0,0.0,10000.0,10000.0,3750000.0,1791564483207.0
27,query_es2_1_8.q5.reads,query_es2_1_8,es2,q5.reads,fixed_1: v7,5,1,8,16606131.9217,16.6061319217,373.0,478.28582360818825,478.28582360818825,178400.6122058542,0.0,16555096.0,16740464.0,16851631.633333333,16963663.4,18181209.943333343,8,8,31170072.0,15808040.0,20908000000.0,0.0,10000.0,10000.0,3730000.0,1816229992381.0
28,query_es2_1_8.q6.reads,query_es2_1_8,es2,q6.reads,fixed_int: int_1,6,1,8,463560.27875,0.46356027874999994,0.0,15085.233833946873,0.0,0.0,0.0,449257.0,483947.0,513005.43333333335,578099.5499999996,663132.5033333332,8,8,11687340.0,388123.0,6628999000.0,0.0,100000.0,0.0,0.0,1987282947199.0
29,query_es2_1_8.q7.reads,query_es2_1_8,es2,q7.reads,fixed_int: int_10,7,1,8,586941.20891,0.58694120891,373.0,12319.824112335113,12319.824112335113,4595294.393900997,0.0,570992.0,599824.0,627827.6333333333,682282.6499999999,843207.1166666665,8,8,19321523.0,508447.0,8116999000.0,0.0,100000.0,100000.0,37300000.0,2040618915127.0
30,query_es2_1_8.q8.reads,query_es2_1_8,es2,q8.reads,fixed_int: int_100,8,1,8,669509.09973,0.6695090997300001,373.0,10511.932146739424,10511.932146739424,3920950.6907338053,0.0,650645.0,684966.0,734324.0666666667,791350.0,963873.4233333331,8,8,12004212.0,581806.0,9512999000.0,0.0,100000.0,100000.0,37300000.0,2106759049409.0
31,query_es2_1_8.q9.reads,query_es2_1_8,es2,q9.reads,fixed_int: int_1000,9,1,8,1549572.92601,1.5495729260100002,382.0,4456.923831171725,4456.923831171725,1702544.903507599,0.0,1523928.0,1573743.8,1677755.1333333333,1746866.5,1928925.3533333293,8,8,7337503.0,1382812.0,22437000000.0,0.0,100000.0,100000.0,38200000.0,2193196489949.0
32,query_es2_1_8.q10.reads,query_es2_1_8,es2,q10.reads,fixed_int: int_10000,10,1,8,11857594.11272,11.857594112719998,386.0,609.8750975800157,609.8750975800157,235411.78766588605,0.0,11854600.0,12051163.4,12157835.433333334,12261038.1,12598057.739999998,8,8,23368836.0,10814156.0,163968000000.0,0.0,100000.0,100000.0,38600000.0,2477078616114.0
33,query_es2_1_16.load.inserts,query_es2_1_16,es2,load.inserts,load,load,1,16,28313750.7655,28.313750765500004,174.4612,520.5025973079605,520.5025973079605,90807.50772946357,0.0,8320601.0,19570281.400000025,29991139.299999997,54553933.349999994,291384594.56333333,16,16,15124633188.0,2473164.0,192122000000.0,0.0,100000.0,100000.0,17446120.0,37850798688.0
34,query_es2_1_16.q1.reads,query_es2_1_16,es2,q1.reads,fixed_1: v101,1,1,16,1079917.8617,1.0799178617,387.0,12953.367875647667,12953.367875647667,5012953.367875648,0.0,935501.0,1291056.8000000003,1449356.7666666666,1687290.55,2213691.8633333337,16,16,11572345.0,745066.0,772000000.0,0.0,10000.0,10000.0,3870000.0,3115019275465.0
35,query_es2_1_16.q2.reads,query_es2_1_16,es2,q2.reads,fixed_1: v41,2,1,16,1063587.6952,1.0635876952,382.0,13175.230566534914,13175.230566534914,5032938.076416337,0.0,926574.0,1298101.4,1402705.3333333333,1624380.2,2093239.9166666684,16,16,4891602.0,757751.0,759000000.0,0.0,10000.0,10000.0,3820000.0,3127382402610.0
36,query_es2_1_16.q3.reads,query_es2_1_16,es2,q3.reads,fixed_1: v17,3,1,16,1240383.8835,1.2403838835,382.0,11481.05625717566,11481.05625717566,4385763.490241102,0.0,1133270.5,1447972.0000000005,1710472.0333333332,1765913.7999999998,2306601.1633333336,16,16,3817119.0,868336.0,871000000.0,0.0,10000.0,10000.0,3820000.0,3139531869137.0
37,query_es2_1_16.q4.reads,query_es2_1_16,es2,q4.reads,fixed_1: v10,4,1,16,3737998.9027,3.7379989027000002,379.0,4187.604690117253,4187.604690117253,1587102.1775544388,0.0,3728658.5,3786570.4,3828777.8,3914782.3499999996,5754005.636666673,16,16,13819161.0,2086830.0,2388000000.0,0.0,10000.0,10000.0,3790000.0,3153454886442.0
38,query_es2_1_16.q5.reads,query_es2_1_16,es2,q5.reads,fixed_1: v7,5,1,16,33153463.6851,33.1534636851,373.0,473.8438210765732,473.8438210765732,176743.7452615618,0.0,32812063.0,40053648.400000006,48046355.733333334,50029929.5,60147278.91666676,16,16,92306556.0,15977202.0,21104000000.0,0.0,10000.0,10000.0,3730000.0,3191849721005.0
39,query_es2_1_16.q6.reads,query_es2_1_16,es2,q6.reads,fixed_int: int_1,6,1,16,591860.96605,0.5918609660499999,0.0,22502.250225022504,0.0,0.0,0.0,519535.0,689655.8,808822.5333333333,927430.0499999999,1192361.92,16,16,18595920.0,394309.0,4444000000.0,0.0,100000.0,0.0,0.0,3533656430118.0
40,query_es2_1_16.q7.reads,query_es2_1_16,es2,q7.reads,fixed_int: int_10,7,1,16,779553.25133,0.7795532513300001,373.0,17863.522686673812,17863.522686673812,6663093.962129332,0.0,664925.5,963389.0,1053746.0666666667,1310486.9,1672246.596666666,16,16,18397978.0,511466.0,5598000000.0,0.0,100000.0,100000.0,37300000.0,3604996368383.0
41,query_es2_1_16.q8.reads,query_es2_1_16,es2,q8.reads,fixed_int: int_100,8,1,16,886133.39173,0.8861333917299998,373.0,15873.015873015873,15873.015873015873,5920634.920634921,0.0,754260.0,1116286.6,1202151.9666666666,1490398.4999999993,1900454.3066666666,16,16,19748842.0,581740.0,6300000000.0,0.0,100000.0,100000.0,37300000.0,3695865319365.0
42,query_es2_1_16.q9.reads,query_es2_1_16,es2,q9.reads,fixed_int: int_1000,9,1,16,2178070.07049,2.1780700704900005,384.0,6439.564685427265,6439.564685427265,2472792.8392040697,0.0,1888782.0,2878641.6,2947467.0666666664,3553788.0999999978,4531175.653333332,16,16,20494402.0,1385431.0,15529000000.0,0.0,100000.0,100000.0,38400000.0,3807105520426.0
43,query_es2_1_16.q10.reads,query_es2_1_16,es2,q10.reads,fixed_int: int_10000,10,1,16,17726260.21365,17.726260213649997,388.0,822.5645918845778,822.5645918845778,319155.0616512162,0.0,15743632.0,21785834.200000003,24871711.4,28143646.049999993,33926860.33333332,16,16,66780463.0,10866983.0,121571000000.0,0.0,100000.0,100000.0,38800000.0,4178217729972.0
44,query_es2_4_1.load.inserts,query_es2_4_1,es2,load.inserts,load,load,4,1,3623584.12225,3.6235841222499996,174.4612,271.86176446946655,271.86176446946655,47429.3296634605,0.0,3596176.5,3955892.8000000003,4134584.1333333333,4303539.75,4854915.59,1,1,55335755.0,2219048.0,367833999000.0,0.0,100000.0,100000.0,17446120.0,5564781998.0
45,query_es2_4_1.q1.reads,query_es2_4_1,es2,q1.reads,fixed_1: v101,1,4,1,919843.2145,0.9198432144999998,384.0,1045.9158085886213,1045.9158085886213,401631.67049803055,0.0,918888.0,934346.8,944491.6333333333,951505.6000000001,970508.5833333334,1,1,1444023.0,892948.0,9560999000.0,0.0,10000.0,10000.0,3840000.0,368682998190.0
46,query_es2_4_1.q2.reads,query_es2_4_1,es2,q2.reads,fixed_1: v41,2,4,1,950226.3053,0.9502263053000001,386.0,1013.4792743488395,1013.4792743488395,391202.999898652,0.0,944712.0,960274.3999999999,968422.0666666667,978304.0,997879.92,1,1,1145758.0,932184.0,9867000000.0,0.0,10000.0,10000.0,3860000.0,378245636545.0
47,query_es2_4_1.q3.reads,query_es2_4_1,es2,q3.reads,fixed_1: v17,3,4,1,1060372.1418,1.0603721417999998,380.0,911.7432530999271,911.7432530999271,346462.4361779723,0.0,1055061.0,1070900.7999999998,1081431.0,1090349.65,1112150.9733333336,1,1,1255834.0,1037691.0,10968000000.0,0.0,10000.0,10000.0,3800000.0,388111509383.0
48,query_es2_4_1.q4.reads,query_es2_4_1,es2,q4.reads,fixed_1: v10,4,4,1,2272793.2107,2.2727932107,375.0,432.97540699688255,432.97540699688255,162365.77762383097,0.0,2270978.0,2283921.8,2292537.0666666664,2300870.65,2318779.0933333337,1,1,3319597.0,2245666.0,23096000000.0,0.0,10000.0,10000.0,3750000.0,399084430937.0
49,query_es2_4_1.q5.reads,query_es2_4_1,es2,q5.reads,fixed_1: v7,5,4,1,15561532.307,15.561532307000002,373.0,64.10502968062875,64.10502968062875,23911.17607087452,0.0,15541145.0,15588289.2,15638796.166666668,15730467.2,15983700.056666667,1,1,16971015.0,15338428.0,155994000000.0,0.0,10000.0,10000.0,3730000.0,422241473761.0
50,query_es2_4_1.q6.reads,query_es2_4_1,es2,q6.reads,fixed_int: int_1,6,4,1,397132.5645,0.39713256450000006,0.0,2291.9483853223624,0.0,0.0,0.0,396083.0,399801.0,407324.0,410828.0,420706.66333333333,1,1,1588625.0,369976.0,43631000000.0,0.0,100000.0,0.0,0.0,581777310600.0
51,query_es2_4_1.q7.reads,query_es2_4_1,es2,q7.reads,fixed_int: int_10,7,4,1,408016.29249,0.40801629249000004,0.0,2230.3506111160677,0.0,0.0,0.0,406340.0,410007.0,416301.0,421207.0,430557.30666666664,1,1,707993.0,397807.0,44836000000.0,0.0,100000.0,0.0,0.0,625526740217.0
52,query_es2_4_1.q8.reads,query_es2_4_1,es2,q8.reads,fixed_int: int_100,8,4,1,486200.16804,0.48620016803999994,0.0,1859.6001859600187,0.0,0.0,0.0,483893.0,489537.0,496478.0,500720.0,510415.97,1,1,594995.0,474490.0,53775000000.0,0.0,100000.0,0.0,0.0,671487174312.0
53,query_es2_4_1.q9.reads,query_es2_4_1,es2,q9.reads,fixed_int: int_1000,9,4,1,1255085.59128,1.2550855912799999,0.0,711.1465104040735,0.0,0.0,0.0,1250103.5,1265056.0,1271678.0,1278086.0,1302258.0,1,1,1527113.0,1236004.0,140618000000.0,0.0,100000.0,0.0,0.0,735238883404.0
54,query_es2_4_1.q10.reads,query_es2_4_1,es2,q10.reads,fixed_int: int_10000,10,4,1,10676211.22606,10.676211226060001,0.0,84.55015099350668,0.0,0.0,0.0,10664891.5,10689545.6,10717855.5,10813020.6,10887193.92,1,1,12151700.0,10498543.0,1182729999000.0,0.0,100000.0,0.0,0.0,976073626769.0
55,query_es2_4_4.load.inserts,query_es2_4_4,es2,load.inserts,load,load,4,4,8194678.48647,8.19467848647,174.4612,477.520712460903,477.520712460903,83308.8365207841,0.0,5034013.5,8755833.200000007,13947273.166666664,20627402.049999997,43401659.92333331,4,4,3085165075.0,2399086.0,209415000000.0,0.0,100000.0,100000.0,17446120.0,11108696731.0
